tube_assembly_id,quote_date,cost
TA-10667,2014-01-16,30.74
TA-19737,2013-12-05,30.69
TA-00527,2012-05-01,30.68
TA-11518,2012-04-16,30.67
TA-15405,2012-04-13,30.63
TA-10069,2011-08-01,30.61
TA-08742,2012-06-01,30.61
TA-11379,2013-09-05,30.6
TA-08366,2011-10-27,30.56
TA-02862,2002-05-06,30.55
TA-04695,2011-06-08,30.53
TA-12394,2011-08-01,30.52
TA-07625,2014-08-11,30.48
TA-14169,2012-03-05,30.48
TA-16107,2013-01-09,30.44
TA-07067,2012-10-22,30.39
TA-02031,2000-11-14,30.38
TA-04845,2011-08-01,30.36
TA-12448,2008-03-03,30.35
TA-06500,2014-08-06,30.33
TA-15479,2012-09-01,30.32
TA-01548,1996-01-26,30.2
TA-06877,2012-10-17,30.14
TA-01010,2014-05-28,30.14
TA-05890,2007-10-15,30.13
TA-02853,2010-04-22,30.11
TA-14759,2014-02-14,30.09
TA-15538,2011-02-15,30.07
TA-15537,2011-02-15,30.04
TA-01892,2008-12-16,30.03
TA-06998,2013-10-11,30.02
TA-14530,2013-06-11,30.0
TA-15191,2013-06-24,29.99
TA-06992,2012-10-17,29.93
TA-15379,2011-07-20,29.92
TA-10122,2011-08-01,29.91
TA-15189,2012-09-01,29.86
TA-13984,2011-08-01,29.85
TA-06665,2011-03-25,29.77
TA-14304,2010-02-15,29.77
TA-10637,2011-08-01,29.75
TA-15761,2011-10-28,29.73
TA-17500,2014-01-03,29.73
TA-10717,2014-07-01,29.72
TA-07012,2011-08-01,29.69
TA-21183,2007-12-05,29.63
TA-19247,2014-01-31,29.61
TA-15190,2012-09-01,29.58
TA-17849,2013-08-22,29.55
TA-00771,2008-09-23,29.47
TA-11459,2012-01-17,29.45
TA-17711,2012-09-18,29.45
TA-17280,2013-03-12,29.41
TA-17281,2013-03-12,29.41
TA-17282,2013-03-12,29.41
TA-10402,2014-04-30,29.4
TA-09284,2009-09-21,29.39
TA-07661,2014-08-08,29.36
TA-01241,2014-06-09,29.35
TA-00434,2012-03-09,29.33
TA-05028,2011-08-01,29.32
TA-04429,2011-08-01,29.3
TA-17216,2013-01-09,29.3
TA-01830,2013-01-01,29.28
TA-19468,2013-01-23,29.28
TA-18271,2013-01-11,29.17
TA-15625,2011-11-08,29.16
TA-03960,2000-03-28,29.16
TA-02541,2010-09-10,29.15
TA-00619,2013-11-26,29.15
TA-15381,2011-06-23,29.12
TA-11868,2011-11-22,29.11
TA-06028,2011-08-01,29.08
TA-10029,2011-08-01,29.04
TA-11583,2012-10-03,29.01
TA-09981,2011-08-01,28.99
TA-08769,2011-08-01,28.96
TA-17194,2012-01-19,28.93
TA-17194,2012-11-20,28.93
TA-05279,2005-08-04,28.92
TA-15247,2010-09-13,28.91
TA-10056,2011-07-11,28.89
TA-04696,2004-03-31,28.88
TA-18278,2014-01-01,28.84
TA-14621,2010-10-01,28.82
TA-07646,2011-06-03,28.79
TA-10211,2006-06-22,28.79
TA-05524,2004-05-03,28.78
TA-01980,2011-08-01,28.74
TA-03547,2011-08-01,28.73
TA-09987,2011-08-17,28.73
TA-10658,2012-08-13,28.72
TA-19669,2013-09-16,28.72
TA-11561,2011-08-01,28.7
TA-03798,2012-09-01,28.64
TA-01167,2013-02-20,28.63
TA-00517,2012-09-01,28.63
TA-15227,2012-04-09,28.62
TA-21186,1995-11-01,28.59
TA-04617,2002-08-13,28.53
TA-17739,2013-03-07,28.51
TA-00384,2002-10-08,28.5
TA-04303,2014-02-28,28.49
TA-06268,2011-08-01,28.46
TA-17734,2013-04-01,28.41
TA-11819,2007-11-01,28.35
TA-10068,2011-08-01,28.32
TA-17950,2014-03-17,28.32
TA-01811,2011-06-28,28.27
TA-11719,2014-05-15,28.27
TA-11719,2011-08-01,28.27
TA-17786,2014-01-01,28.21
TA-09843,2008-08-28,28.2
TA-12638,2011-08-01,28.18
TA-11559,2012-07-18,28.17
TA-02597,2012-11-02,28.14
TA-21019,2008-07-31,28.13
TA-03807,1999-10-18,28.12
TA-05809,2011-08-01,28.12
TA-03228,1999-10-01,28.09
TA-09960,2011-04-25,28.03
TA-16660,2012-07-18,28.02
TA-16659,2012-07-18,28.02
TA-18546,2014-07-28,27.97
TA-06268,2002-11-08,27.9
TA-14622,2010-10-01,27.89
TA-18785,2013-08-01,27.88
TA-18221,2012-12-26,27.87
TA-12170,2012-09-01,27.86
TA-11231,2011-08-01,27.85
TA-08920,2011-08-01,27.83
TA-15589,2013-10-28,27.82
TA-14161,2013-11-27,27.81
TA-02780,2013-03-14,27.81
TA-09904,2011-08-03,27.75
TA-11409,2011-08-01,27.73
TA-14725,2013-01-17,27.68
TA-17943,2013-04-19,27.67
TA-14724,2013-01-17,27.65
TA-17071,2012-02-02,27.64
TA-17845,2013-08-22,27.62
TA-09478,2014-08-15,27.6
TA-17480,2012-09-01,27.57
TA-01056,1995-04-12,27.53
TA-19931,2014-05-15,27.5
TA-00350,2012-12-15,27.45
TA-10541,2011-01-19,27.41
TA-00325,2013-12-20,27.4
TA-15018,2010-09-02,27.26
TA-12272,2008-02-20,27.26
TA-12270,2008-02-20,27.2
TA-04107,2011-08-01,27.15
TA-06883,2004-06-14,27.13
TA-08688,2014-01-02,27.1
TA-19873,2012-09-26,27.09
TA-14753,2011-08-01,27.06
TA-07468,2011-06-29,27.05
TA-04768,2012-09-17,27.03
TA-12045,2011-01-04,26.99
TA-17993,2013-03-18,26.98
TA-18172,2014-09-01,26.97
TA-08881,2008-04-17,26.96
TA-10870,2012-05-30,26.94
TA-07628,2004-10-04,26.91
TA-00520,2012-09-01,26.88
TA-00028,2011-06-24,26.86
TA-13995,2012-05-24,26.85
TA-10670,2012-09-24,26.85
TA-17287,2013-01-11,26.85
TA-13989,2012-01-27,26.82
TA-06882,2004-06-14,26.74
TA-09919,2008-03-01,26.72
TA-01336,2011-11-16,26.72
TA-14417,2012-10-02,26.71
TA-10541,2008-02-05,26.71
TA-02671,2013-08-08,26.71
TA-09103,2011-08-01,26.7
TA-00870,2011-06-30,26.68
TA-09691,2014-05-13,26.67
TA-14346,2012-06-01,26.65
TA-05385,2012-09-01,26.64
TA-10758,2011-08-01,26.58
TA-00330,2012-07-11,26.55
TA-09188,2008-03-01,26.53
TA-16784,2013-07-25,26.51
TA-17897,2014-03-04,26.49
TA-13349,2009-07-31,26.49
TA-09840,2014-04-24,26.48
TA-13359,2011-08-01,26.47
TA-07387,2010-08-16,26.47
TA-17953,2014-07-28,26.44
TA-15768,2012-06-07,26.34
TA-11184,2012-12-06,26.3
TA-11185,2011-08-01,26.28
TA-17228,2012-05-11,26.25
TA-19792,2014-04-03,26.23
TA-12997,2013-06-24,26.22
TA-18990,2013-03-08,26.18
TA-14907,2012-01-27,26.18
TA-12933,2013-08-01,26.18
TA-11636,2012-11-27,26.16
TA-17349,2012-04-27,26.12
TA-20152,2013-10-30,26.12
TA-17427,2013-01-29,26.06
TA-17373,2012-07-03,26.06
TA-17084,2013-06-10,26.05
TA-18432,2014-07-28,26.03
TA-16676,2013-07-22,26.02
TA-00367,1996-03-04,26.0
TA-03360,2011-05-01,26.0
TA-09844,2007-01-31,25.98
TA-11699,2011-08-01,25.91
TA-11981,2009-08-05,25.91
TA-05646,2010-08-19,25.87
TA-16105,2012-12-04,25.83
TA-11516,2012-04-16,25.82
TA-16348,2013-12-19,25.8
TA-05141,2001-05-23,25.79
TA-05381,2009-08-11,25.79
TA-01098,2001-10-02,25.72
TA-10662,2007-03-14,25.71
TA-02143,2000-04-24,25.69
TA-11473,2011-08-01,25.68
TA-11421,2007-06-19,25.68
TA-19961,2013-06-20,25.61
TA-01952,2004-03-11,25.6
TA-13441,2011-08-01,25.58
TA-11183,2011-08-01,25.57
TA-17343,2013-10-08,25.57
TA-00692,2011-08-01,25.56
TA-17898,2014-03-04,25.52
TA-07698,2008-01-21,25.5
TA-13788,2012-04-25,25.48
TA-04396,2002-09-23,25.48
TA-15422,2013-02-25,25.39
TA-06805,2011-08-01,25.33
TA-07644,2012-03-15,25.29
TA-18479,2014-07-28,25.29
TA-04615,2011-08-01,25.24
TA-18476,2014-07-28,25.21
TA-18092,2014-07-28,25.21
TA-13320,2011-08-01,25.2
TA-15434,2013-02-25,25.18
TA-08443,2011-08-01,25.18
TA-14645,2013-08-05,25.17
TA-16981,2012-07-09,25.17
TA-03944,2011-08-01,25.17
TA-17917,2015-01-01,25.13
TA-11472,2011-08-01,25.12
TA-06529,2008-07-03,25.11
TA-16808,2012-04-23,25.09
TA-08367,2007-04-23,25.07
TA-07879,2014-06-24,25.06
TA-17551,2013-08-21,25.03
TA-18501,2014-03-05,25.01
TA-14694,2012-03-28,25.01
TA-11423,2010-06-22,24.99
TA-15706,2013-04-03,24.97
TA-15501,2014-01-03,24.94
TA-06271,2013-02-06,24.91
TA-10075,2011-08-01,24.9
TA-15856,2011-04-28,24.89
TA-01594,2011-04-04,24.88
TA-01124,2007-05-03,24.86
TA-12451,2008-02-21,24.84
TA-04300,2014-03-12,24.83
TA-10825,2014-06-03,24.82
TA-18433,2014-07-28,24.81
TA-07547,2011-05-01,24.78
TA-16161,2011-10-05,24.76
TA-18446,2014-07-28,24.75
TA-20474,2008-11-13,24.73
TA-08321,2014-02-04,24.71
TA-17916,2015-01-01,24.67
TA-17907,2015-01-01,24.67
TA-14646,2013-08-05,24.64
TA-03023,2011-08-01,24.64
TA-16988,2012-08-23,24.6
TA-15129,2014-02-18,24.57
TA-19585,2014-02-12,24.54
TA-08938,2005-11-14,24.48
TA-04301,2013-03-14,24.47
TA-10382,2011-08-01,24.46
TA-10684,2007-03-14,24.44
TA-01916,2013-01-16,24.44
TA-17731,2012-07-16,24.43
TA-18477,2014-07-28,24.43
TA-18236,2014-07-28,24.38
TA-18235,2014-07-28,24.38
TA-17909,2014-01-01,24.38
TA-17446,2012-10-30,24.35
TA-17960,2014-07-28,24.34
TA-11107,2011-08-01,24.34
TA-16333,2013-05-27,24.28
TA-01415,2011-08-01,24.28
TA-16331,2011-10-21,24.28
TA-11547,2011-08-01,24.25
TA-09767,2011-08-01,24.25
TA-13483,2011-08-01,24.23
TA-17963,2014-07-28,24.23
TA-05952,2005-07-07,24.22
TA-16341,2011-09-10,24.19
TA-16343,2011-09-10,24.19
TA-18615,2014-03-05,24.18
TA-07814,2011-08-01,24.14
TA-14756,2011-10-21,24.13
TA-14769,2010-05-20,24.12
TA-19613,2012-04-05,24.11
TA-10180,2011-08-01,24.11
TA-10679,2007-03-14,24.08
TA-02004,2014-04-30,24.08
TA-10171,2014-07-28,23.97
TA-17798,2014-03-05,23.91
TA-14537,2011-08-01,23.87
TA-13203,2012-11-05,23.87
TA-15833,2014-04-28,23.86
TA-16340,2011-09-10,23.83
TA-07689,2006-04-25,23.81
TA-20387,2011-07-27,23.81
TA-10645,2007-03-14,23.79
TA-06895,2011-05-05,23.78
TA-00911,2011-08-01,23.78
TA-17219,2013-01-09,23.75
TA-18610,2014-03-10,23.73
TA-04645,2014-05-22,23.72
TA-16725,2013-05-21,23.68
TA-10516,2011-08-01,23.67
TA-02487,2014-01-09,23.63
TA-17944,2014-04-02,23.55
TA-06163,2014-08-01,23.54
TA-10711,2011-08-01,23.53
TA-10076,2011-10-26,23.53
TA-09591,2008-09-15,23.49
TA-12721,2012-07-09,23.42
TA-05642,2011-08-01,23.41
TA-14037,2009-05-28,23.41
TA-18168,2014-07-28,23.4
TA-18167,2014-07-28,23.4
TA-16319,2011-10-13,23.39
TA-12431,2014-02-13,23.38
TA-06885,2011-08-01,23.36
TA-00228,2013-01-16,23.36
TA-15835,2014-03-18,23.34
TA-11290,2011-12-01,23.33
TA-09461,2011-04-08,23.31
TA-05190,2011-08-01,23.3
TA-05930,2012-07-27,23.3
TA-13328,2014-03-18,23.3
TA-00351,2012-12-15,23.22
TA-13864,2012-01-01,23.21
TA-15788,2013-10-11,23.13
TA-11153,2008-10-15,23.1
TA-18392,2013-05-20,23.09
TA-01462,2010-01-04,23.09
TA-04725,2009-08-03,23.08
TA-05926,2012-07-06,23.08
TA-06169,2014-03-04,23.07
TA-04939,2011-11-21,23.04
TA-01553,2014-02-19,23.04
TA-17686,2012-08-08,23.03
TA-00204,2003-08-26,23.0
TA-08944,2012-10-25,22.99
TA-21179,2008-04-01,22.99
TA-16332,2011-10-21,22.96
TA-09189,2008-03-01,22.91
TA-15503,2012-10-22,22.89
TA-18035,2013-01-11,22.88
TA-19499,2008-06-06,22.82
TA-06878,2013-01-16,22.81
TA-14665,2010-04-28,22.79
TA-00454,1995-11-01,22.75
TA-10155,2012-05-01,22.71
TA-01365,2013-09-30,22.71
TA-18424,2014-07-28,22.69
TA-12027,2009-04-01,22.64
TA-06745,2011-08-01,22.64
TA-09468,2013-01-16,22.63
TA-05278,2004-03-29,22.6
TA-06223,2005-12-13,22.6
TA-14767,2010-05-20,22.59
TA-12119,2014-08-05,22.59
TA-10217,2014-01-17,22.58
TA-09531,2011-11-10,22.58
TA-14041,2011-08-01,22.58
TA-18478,2014-07-28,22.54
TA-18774,2005-05-02,22.49
TA-10858,2013-04-02,22.41
TA-10885,2011-05-01,22.36
TA-09532,2012-05-09,22.33
TA-11905,2011-08-01,22.33
TA-18033,2013-01-11,22.28
TA-19553,2011-08-01,22.28
TA-17991,2013-01-15,22.26
TA-12563,2008-03-19,22.25
TA-17998,2013-04-02,22.25
TA-03151,2013-10-01,22.25
TA-16440,2012-10-03,22.23
TA-19821,2008-07-10,22.22
TA-09682,2011-08-01,22.2
TA-09604,2011-08-01,22.16
TA-06315,2012-04-09,22.16
TA-18020,2014-01-24,22.15
TA-17145,2012-03-08,22.13
TA-10010,2011-08-01,22.12
TA-17426,2013-01-29,22.08
TA-10018,2011-08-01,22.06
TA-15834,2014-07-09,22.06
TA-14186,2011-08-01,22.01
TA-04480,2009-10-01,22.01
TA-02553,2002-10-22,22.01
TA-15552,2013-03-25,21.93
TA-10401,2013-04-02,21.93
TA-20571,2008-07-10,21.89
TA-19277,1995-09-01,21.89
TA-00724,2012-10-19,21.88
TA-01158,2002-02-20,21.87
TA-18589,2014-06-03,21.86
TA-14179,2013-04-08,21.86
TA-17079,2012-01-13,21.86
TA-04278,2011-08-17,21.84
TA-17990,2013-01-15,21.84
TA-09972,2011-07-11,21.84
TA-17463,2012-03-09,21.84
TA-06918,2009-05-21,21.82
TA-11094,2014-02-12,21.81
TA-08940,2005-07-11,21.77
TA-11540,2011-05-01,21.76
TA-14808,2010-06-15,21.74
TA-11258,2008-03-01,21.73
TA-13866,2010-06-01,21.7
TA-18380,2013-05-06,21.69
TA-16472,2011-09-30,21.67
TA-11846,2011-08-01,21.67
TA-08595,2005-08-30,21.64
TA-08071,2009-07-01,21.63
TA-11483,2007-12-06,21.63
TA-13424,2013-02-20,21.59
TA-11335,2011-08-01,21.58
TA-08814,2012-03-15,21.58
TA-11348,2011-06-16,21.57
TA-19007,2011-06-01,21.56
TA-07444,2012-05-03,21.54
TA-10656,2012-07-20,21.53
TA-18251,2012-09-20,21.5
TA-11709,2012-11-16,21.49
TA-15758,2011-11-07,21.48
TA-05905,2014-07-23,21.48
TA-17868,2014-01-01,21.47
TA-17869,2014-01-01,21.47
TA-16637,2012-12-26,21.46
TA-02553,2011-08-01,21.46
TA-10487,2011-07-01,21.43
TA-07647,2012-10-15,21.39
TA-14101,2011-08-01,21.39
TA-03941,2011-08-01,21.39
TA-02230,2007-05-10,21.39
TA-06658,2012-10-31,21.38
TA-13689,2014-05-21,21.38
TA-10744,2013-05-03,21.36
TA-13170,2012-10-12,21.35
TA-11029,2014-07-29,21.34
TA-01282,2000-11-01,21.33
TA-18824,1999-09-13,21.33
TA-03997,2000-10-05,21.32
TA-10361,2008-03-01,21.31
TA-15806,2011-06-23,21.31
TA-16158,2011-07-14,21.27
TA-09759,2011-08-01,21.27
TA-17786,2015-01-01,21.24
TA-18006,2013-03-18,21.23
TA-04440,2002-08-27,21.23
TA-03974,2008-04-01,21.2
TA-07457,2012-03-15,21.18
TA-07826,2011-08-01,21.15
TA-02127,2013-02-25,21.14
TA-08765,2011-08-01,21.12
TA-13011,2013-04-24,21.11
TA-10073,2011-08-01,21.06
TA-16318,2011-10-13,21.04
TA-01386,2003-01-01,21.0
TA-11011,2014-03-31,20.98
TA-18053,2013-01-24,20.96
TA-16475,2014-08-19,20.91
TA-02705,2013-12-20,20.9
TA-14217,2013-10-03,20.9
TA-17051,2012-09-04,20.89
TA-19570,1987-04-10,20.89
TA-15016,2014-04-14,20.87
TA-02856,2007-11-01,20.86
TA-10660,2007-03-14,20.84
TA-04915,2013-01-16,20.83
TA-02649,2013-08-08,20.81
TA-17428,2013-02-12,20.8
TA-11121,2010-11-04,20.78
TA-14649,2011-08-01,20.77
TA-17954,2014-07-28,20.74
TA-06500,2008-12-01,20.73
TA-02805,2013-12-20,20.69
TA-16160,2013-07-31,20.66
TA-04189,2011-08-01,20.65
TA-16424,2012-11-05,20.64
TA-02554,2002-10-22,20.61
TA-15575,2014-03-12,20.6
TA-17992,2013-01-15,20.6
TA-19536,2006-04-15,20.58
TA-10201,2011-06-16,20.57
TA-02907,2013-04-10,20.55
TA-04298,2001-03-05,20.54
TA-05807,2012-11-21,20.5
TA-02554,2011-08-01,20.46
TA-20434,2011-08-01,20.45
TA-08883,2011-08-01,20.45
TA-15837,2014-04-28,20.44
TA-09530,2011-11-10,20.43
TA-15760,2012-09-24,20.43
TA-11266,2014-05-16,20.43
TA-03643,2012-02-27,20.42
TA-05901,2011-10-19,20.36
TA-14885,2013-03-26,20.36
TA-19684,2014-02-03,20.35
TA-18215,2012-10-26,20.34
TA-16337,2011-09-10,20.34
TA-16703,2013-09-20,20.31
TA-17904,2013-01-29,20.3
TA-11447,2012-04-10,20.29
TA-14807,2010-06-15,20.26
TA-12462,2008-01-14,20.25
TA-02534,2011-08-01,20.25
TA-17252,2014-01-15,20.24
TA-18281,2014-01-01,20.22
TA-06378,2014-01-18,20.21
TA-16282,2013-04-03,20.2
TA-14321,2012-10-26,20.19
TA-07352,2014-08-18,20.16
TA-00373,2012-03-13,20.16
TA-10282,2006-12-20,20.12
TA-08272,2011-08-01,20.11
TA-11877,2011-08-01,20.09
TA-12288,2008-01-23,20.09
TA-16960,2012-12-21,20.09
TA-18617,2013-09-25,20.04
TA-11159,2011-06-15,20.03
TA-18444,2014-07-28,20.01
TA-19102,1997-10-20,20.0
TA-02668,2013-08-08,19.99
TA-07095,2012-06-27,19.98
TA-16477,2012-03-09,19.91
TA-15803,2011-06-17,19.91
TA-05892,2007-06-01,19.91
TA-13189,2011-09-15,19.9
TA-04361,2012-06-08,19.89
TA-07443,2012-05-03,19.84
TA-18625,2013-06-10,19.81
TA-11284,2014-07-28,19.8
TA-18197,2012-10-03,19.79
TA-15524,2011-11-30,19.73
TA-11964,2011-08-01,19.73
TA-17424,2013-01-29,19.72
TA-13757,2009-05-06,19.66
TA-17933,2014-02-21,19.64
TA-03231,2011-08-01,19.63
TA-02926,2014-01-13,19.6
TA-04725,2003-11-07,19.58
TA-18485,2014-09-01,19.57
TA-16583,2013-04-19,19.57
TA-17362,2012-08-08,19.57
TA-08341,2014-07-09,19.55
TA-13865,2010-09-16,19.52
TA-18413,2014-04-02,19.52
TA-09732,2011-08-01,19.49
TA-02549,2013-05-01,19.49
TA-13639,2012-08-01,19.48
TA-09168,2013-08-05,19.45
TA-17227,2012-05-11,19.44
TA-11774,2008-06-27,19.42
TA-04096,2004-01-20,19.41
TA-07541,2009-10-01,19.4
TA-05417,2012-11-21,19.39
TA-15846,2014-11-01,19.39
TA-09650,2008-09-15,19.37
TA-02664,2013-08-08,19.36
TA-05953,2011-02-22,19.36
TA-14269,2013-04-23,19.36
TA-00375,2009-05-11,19.33
TA-12275,2008-01-21,19.32
TA-15467,2011-09-19,19.31
TA-03854,2013-07-31,19.31
TA-00408,2012-03-14,19.3
TA-03942,2011-08-01,19.3
TA-03970,2000-06-15,19.29
TA-18019,2014-02-05,19.29
TA-17931,2014-09-01,19.28
TA-15754,2011-06-14,19.22
TA-01264,1999-06-03,19.21
TA-10265,2008-12-01,19.2
TA-04865,2002-12-18,19.19
TA-18474,2014-07-28,19.19
TA-13380,2011-08-01,19.19
TA-18839,2014-04-30,19.19
TA-18839,2011-06-15,19.19
TA-15547,2013-04-19,19.16
TA-05918,2011-04-13,19.15
TA-12219,2011-08-01,19.15
TA-09824,2006-10-17,19.14
TA-14042,2011-08-01,19.14
TA-02572,2011-08-01,19.13
TA-12574,2011-08-01,19.11
TA-11333,2014-06-16,19.1
TA-15571,2012-11-21,19.07
TA-20395,2009-06-29,19.07
TA-21118,2014-02-12,19.01
TA-07354,2012-10-25,19.0
TA-20386,2011-08-01,18.99
TA-14172,2010-06-09,18.97
TA-18623,2013-06-10,18.95
TA-05287,2001-11-26,18.95
TA-05358,2012-01-20,18.92
TA-09685,2010-01-02,18.84
TA-09004,2011-06-23,18.81
TA-06732,2003-06-16,18.8
TA-18055,2012-11-12,18.79
TA-02258,2013-04-05,18.78
TA-17887,2014-03-11,18.78
TA-09523,2008-09-15,18.78
TA-17235,2012-07-26,18.77
TA-10649,2013-07-03,18.75
TA-18189,2014-06-16,18.71
TA-03330,2011-08-01,18.69
TA-06734,2014-02-18,18.67
TA-03115,2000-12-06,18.66
TA-07121,2011-04-06,18.65
TA-11679,2012-11-27,18.63
TA-17777,2014-01-15,18.63
TA-17842,2013-05-24,18.62
TA-15506,2012-11-21,18.61
TA-08364,2007-03-23,18.6
TA-04509,2003-06-20,18.57
TA-17054,2012-10-17,18.56
TA-08888,2006-01-01,18.56
TA-01523,2013-08-05,18.55
TA-07550,2012-11-19,18.5
TA-09238,2006-10-01,18.5
TA-18794,2014-06-10,18.49
TA-18199,2012-11-16,18.49
TA-03249,2014-02-28,18.49
TA-03832,1999-10-18,18.48
TA-02588,2014-02-11,18.46
TA-13234,2013-04-19,18.45
TA-13394,2009-09-24,18.45
TA-07208,2011-08-03,18.41
TA-11260,2011-08-01,18.39
TA-01460,2014-07-29,18.38
TA-01460,2013-04-02,18.38
TA-10875,2008-07-30,18.38
TA-06624,2011-08-01,18.36
TA-05904,2007-06-01,18.35
TA-08923,2012-09-20,18.32
TA-09273,2008-06-10,18.27
TA-02459,2014-02-10,18.24
TA-09240,2006-10-01,18.24
TA-16281,2013-04-03,18.22
TA-21196,2005-05-09,18.21
TA-10074,2006-11-21,18.21
TA-07458,2011-01-04,18.21
TA-09752,2009-07-09,18.2
TA-11965,2013-09-18,18.19
TA-18627,2013-06-10,18.15
TA-03830,1999-10-18,18.14
TA-08681,2005-09-27,18.08
TA-10545,2007-02-06,18.07
TA-06657,2011-10-14,18.07
TA-10886,2014-01-15,18.07
TA-08010,2009-08-31,18.06
TA-16247,2011-11-29,18.05
TA-07957,2011-08-01,18.04
TA-10430,2007-10-04,18.03
TA-14757,2011-08-01,18.03
TA-09350,2011-08-01,18.03
TA-15544,2011-04-11,18.02
TA-18063,2013-06-04,17.98
TA-08730,2008-01-23,17.97
TA-18794,2014-08-08,17.97
TA-10517,2007-06-27,17.97
TA-05512,2002-09-13,17.95
TA-03639,2002-07-31,17.94
TA-17258,2012-04-10,17.93
TA-06979,2011-08-01,17.93
TA-02364,2013-01-16,17.91
TA-14039,2011-08-01,17.91
TA-12479,2011-08-01,17.91
TA-12477,2011-08-01,17.91
TA-18540,2013-03-27,17.89
TA-02738,2001-11-19,17.89
TA-02739,2001-11-19,17.89
TA-00590,2011-08-01,17.89
TA-17050,2012-09-04,17.86
TA-11686,2007-08-22,17.86
TA-04322,2005-05-09,17.85
TA-01521,2013-08-05,17.84
TA-11962,2011-08-01,17.82
TA-11332,2011-08-01,17.82
TA-19391,2005-08-16,17.81
TA-07232,2012-03-15,17.8
TA-14751,2011-08-01,17.8
TA-00206,2005-10-10,17.79
TA-12478,2011-08-01,17.79
TA-13952,2014-07-15,17.78
TA-07857,2011-08-01,17.76
TA-15833,2015-01-01,17.76
TA-14339,2011-05-10,17.75
TA-14107,2014-01-29,17.74
TA-05182,2008-01-04,17.69
TA-09917,2011-08-01,17.68
TA-15771,2012-03-05,17.68
TA-07100,2012-10-15,17.68
TA-19295,2012-03-02,17.62
TA-04093,2000-10-05,17.6
TA-12586,2008-11-13,17.59
TA-16809,2013-04-01,17.55
TA-08259,2013-01-17,17.51
TA-07008,2011-08-01,17.51
TA-08505,2014-06-17,17.5
TA-09964,2014-07-23,17.5
TA-12196,2011-08-01,17.49
TA-16121,2012-10-24,17.49
TA-17926,2012-11-14,17.49
TA-18416,2014-04-02,17.48
TA-12697,2011-08-01,17.48
TA-01797,2013-12-17,17.46
TA-18495,2014-03-05,17.46
TA-10263,2008-12-01,17.44
TA-17314,2013-04-05,17.43
TA-14103,2011-02-01,17.4
TA-10030,2014-03-12,17.4
TA-08922,2012-09-20,17.38
TA-02927,2013-12-09,17.37
TA-05842,2009-07-01,17.37
TA-16322,2014-01-31,17.37
TA-16159,2011-07-14,17.37
TA-14749,2010-06-03,17.36
TA-01067,2004-04-08,17.35
TA-13983,2011-11-02,17.35
TA-09347,2011-08-01,17.34
TA-14371,2011-08-01,17.34
TA-17049,2012-09-04,17.34
TA-17997,2013-04-02,17.32
TA-13456,2012-06-20,17.31
TA-07138,2012-03-15,17.3
TA-18412,2014-03-27,17.3
TA-18054,2012-11-12,17.29
TA-12203,2007-08-30,17.19
TA-19893,2013-01-04,17.17
TA-08897,2010-12-13,17.14
TA-03608,2012-03-14,17.13
TA-14467,2011-05-01,17.11
TA-08585,2010-01-06,17.11
TA-11446,2012-04-06,17.08
TA-14342,2012-10-03,17.07
TA-17848,2012-12-07,17.06
TA-00385,2000-08-29,17.06
TA-16104,2013-04-04,17.06
TA-08711,2006-01-01,17.04
TA-03674,2004-07-02,17.04
TA-03987,2000-06-19,17.03
TA-04335,2000-06-15,17.03
TA-13948,2011-08-01,17.01
TA-17851,2014-03-27,17.01
TA-02868,2011-11-21,17.01
TA-17892,2014-08-29,17.0
TA-18198,2012-11-20,17.0
TA-07597,2013-08-05,16.98
TA-13328,2011-08-01,16.97
TA-04387,2011-08-01,16.94
TA-10665,2007-03-14,16.91
TA-13803,2010-11-17,16.91
TA-17792,2013-02-21,16.9
TA-07039,2011-08-01,16.9
TA-15282,2011-07-26,16.89
TA-03726,2013-08-05,16.88
TA-18335,2013-02-14,16.87
TA-08656,2011-01-19,16.86
TA-19041,2008-06-06,16.86
TA-09112,2013-07-15,16.85
TA-05285,2001-11-26,16.81
TA-11713,2007-03-02,16.81
TA-11714,2007-03-02,16.81
TA-05591,2008-01-04,16.81
TA-10258,2011-08-01,16.79
TA-18278,2015-01-01,16.79
TA-19324,2014-04-03,16.78
TA-03304,2010-08-20,16.75
TA-16761,2013-10-10,16.74
TA-04400,2012-07-27,16.72
TA-05592,2008-01-04,16.71
TA-20017,2009-10-01,16.66
TA-10256,2011-08-01,16.66
TA-05310,2001-05-17,16.66
TA-11764,2008-07-16,16.65
TA-08910,2011-08-01,16.64
TA-12443,2008-11-21,16.63
TA-02308,2013-02-19,16.62
TA-15128,2014-02-18,16.61
TA-02694,2011-11-04,16.6
TA-11684,2007-04-19,16.6
TA-16456,2011-09-28,16.59
TA-05945,2012-06-14,16.58
TA-14523,2011-08-01,16.56
TA-07097,2009-11-17,16.55
TA-16344,2011-06-30,16.54
TA-16634,2012-09-24,16.53
TA-11706,2007-08-20,16.52
TA-00958,2003-05-30,16.5
TA-05886,2011-07-08,16.48
TA-18629,2013-04-05,16.48
TA-05245,2014-08-08,16.48
TA-08882,2012-12-19,16.47
TA-15807,2014-08-28,16.47
TA-07663,2014-08-08,16.46
TA-05857,2011-05-01,16.44
TA-07433,2009-09-02,16.43
TA-11040,2013-06-25,16.43
TA-18422,2013-05-13,16.41
