tube_assembly_id,supplier,cost
TA-03279,S-0066,9.47
TA-17621,S-0066,9.47
TA-07073,S-0066,9.46
TA-05358,S-0072,9.46
TA-05001,S-0066,9.46
TA-03845,S-0066,9.46
TA-15435,S-0066,9.46
TA-07746,S-0066,9.46
TA-12534,S-0072,9.46
TA-03512,S-0066,9.46
TA-00166,S-0064,9.46
TA-08265,S-0066,9.46
TA-01589,S-0066,9.45
TA-16859,S-0104,9.45
TA-10226,S-0062,9.45
TA-07780,S-0054,9.45
TA-19341,S-0072,9.45
TA-09266,S-0072,9.45
TA-12717,S-0072,9.45
TA-09819,S-0066,9.45
TA-02963,S-0066,9.44
TA-03179,S-0072,9.44
TA-06512,S-0072,9.44
TA-20088,S-0030,9.44
TA-16879,S-0026,9.43
TA-01404,S-0066,9.43
TA-09126,S-0066,9.43
TA-05348,S-0066,9.43
TA-03185,S-0066,9.43
TA-20443,S-0066,9.43
TA-11074,S-0066,9.42
TA-10139,S-0066,9.42
TA-18244,S-0054,9.42
TA-18669,S-0066,9.42
TA-02235,S-0066,9.42
TA-17046,S-0013,9.42
TA-03592,S-0066,9.42
TA-03591,S-0066,9.42
TA-09719,S-0066,9.42
TA-03502,S-0066,9.42
TA-03431,S-0066,9.41
TA-03892,S-0066,9.41
TA-03890,S-0066,9.41
TA-03791,S-0066,9.41
TA-06320,S-0066,9.41
TA-05590,S-0072,9.4
TA-01478,S-0066,9.4
TA-02337,S-0066,9.4
TA-07987,S-0066,9.4
TA-04326,S-0066,9.4
TA-03148,S-0066,9.4
TA-09843,S-0041,9.4
TA-17199,S-0058,9.4
TA-13944,S-0066,9.4
TA-05651,S-0066,9.4
TA-09443,S-0066,9.39
TA-20972,S-0066,9.39
TA-18696,S-0066,9.39
TA-05360,S-0072,9.39
TA-07534,S-0066,9.39
TA-08821,S-0066,9.39
TA-17235,S-0072,9.39
TA-10338,S-0066,9.38
TA-17988,S-0013,9.38
TA-04263,S-0066,9.38
TA-02978,S-0066,9.38
TA-01441,S-0066,9.37
TA-01914,S-0066,9.37
TA-04481,S-0066,9.37
TA-04661,S-0066,9.37
TA-10460,S-0066,9.37
TA-08386,S-0066,9.37
TA-05553,S-0072,9.37
TA-11538,S-0013,9.37
TA-02057,S-0066,9.37
TA-11491,S-0066,9.36
TA-13385,S-0054,9.35
TA-00218,S-0072,9.35
TA-18174,S-0072,9.34
TA-09960,S-0041,9.34
TA-03609,S-0072,9.34
TA-07202,S-0066,9.34
TA-05745,S-0041,9.34
TA-06407,S-0066,9.34
TA-16653,S-0026,9.34
TA-12109,S-0081,9.33
TA-19823,S-0066,9.33
TA-19298,S-0013,9.33
TA-03119,S-0072,9.33
TA-20859,S-0066,9.33
TA-13024,S-0066,9.32
TA-16465,S-0054,9.31
TA-17411,S-0013,9.31
TA-03509,S-0066,9.3
TA-14049,S-0062,9.3
TA-10672,S-0041,9.3
TA-19373,S-0013,9.29
TA-08500,S-0066,9.29
TA-12170,S-0041,9.29
TA-13936,S-0041,9.29
TA-07079,S-0058,9.28
TA-09545,S-0013,9.28
TA-02840,S-0066,9.27
TA-07743,S-0066,9.27
TA-02780,S-0041,9.27
TA-19475,S-0072,9.26
TA-20855,S-0066,9.26
TA-13793,S-0054,9.26
TA-15592,S-0072,9.26
TA-09575,S-0066,9.25
TA-06321,S-0066,9.25
TA-00453,S-0064,9.24
TA-02814,S-0066,9.24
TA-07885,S-0058,9.24
TA-14082,S-0066,9.24
TA-04410,S-0072,9.24
TA-09474,S-0066,9.23
TA-02837,S-0066,9.22
TA-16611,S-0026,9.22
TA-09442,S-0066,9.22
TA-00988,S-0066,9.21
TA-08368,S-0066,9.21
TA-15048,S-0013,9.2
TA-14777,S-0013,9.2
TA-03409,S-0066,9.2
TA-03211,S-0066,9.2
TA-20833,S-0066,9.2
TA-17480,S-0041,9.19
TA-02289,S-0026,9.19
TA-20824,S-0066,9.19
TA-12350,S-0066,9.18
TA-07062,S-0058,9.18
TA-09559,S-0072,9.18
TA-20618,S-0066,9.18
TA-01392,S-0005,9.18
TA-16853,S-0013,9.17
TA-15740,S-0013,9.17
TA-01570,S-0072,9.17
TA-01568,S-0072,9.17
TA-04584,S-0066,9.16
TA-08202,S-0066,9.16
TA-12328,S-0066,9.16
TA-05267,S-0066,9.16
TA-10251,S-0066,9.16
TA-11171,S-0072,9.16
TA-07579,S-0054,9.15
TA-14928,S-0041,9.15
TA-03973,S-0072,9.15
TA-05016,S-0066,9.15
TA-05017,S-0066,9.15
TA-04058,S-0066,9.15
TA-07452,S-0066,9.15
TA-05812,S-0058,9.15
TA-14629,S-0058,9.15
TA-01270,S-0041,9.14
TA-11546,S-0066,9.14
TA-02604,S-0066,9.14
TA-01769,S-0066,9.14
TA-09136,S-0066,9.14
TA-13792,S-0054,9.13
TA-00173,S-0066,9.12
TA-05480,S-0066,9.12
TA-04236,S-0066,9.12
TA-09294,S-0066,9.12
TA-01305,S-0066,9.12
TA-01767,S-0066,9.12
TA-08299,S-0041,9.11
TA-12919,S-0072,9.11
TA-08385,S-0066,9.11
TA-08782,S-0066,9.11
TA-10820,S-0066,9.11
TA-11414,S-0066,9.11
TA-13098,S-0054,9.11
TA-10312,S-0066,9.1
TA-00883,S-0072,9.09
TA-17419,S-0072,9.09
TA-09031,S-0026,9.09
TA-04500,S-0066,9.08
TA-05481,S-0066,9.08
TA-04235,S-0066,9.08
TA-13124,S-0066,9.08
TA-03408,S-0066,9.08
TA-08238,S-0014,9.08
TA-03386,S-0066,9.08
TA-14489,S-0072,9.07
TA-12269,S-0013,9.07
TA-05482,S-0066,9.06
TA-09295,S-0066,9.06
TA-12449,S-0054,9.05
TA-05029,S-0072,9.05
TA-08598,S-0066,9.05
TA-08080,S-0066,9.05
TA-19026,S-0013,9.04
TA-00229,S-0013,9.04
TA-13026,S-0054,9.04
TA-18396,S-0041,9.04
TA-02644,S-0013,9.04
TA-02643,S-0013,9.04
TA-21142,S-0026,9.04
TA-04953,S-0066,9.03
TA-01301,S-0066,9.03
TA-02575,S-0072,9.03
TA-03214,S-0026,9.02
TA-13438,S-0066,9.01
TA-07531,S-0072,9.01
TA-10017,S-0072,9.01
TA-09829,S-0072,9.01
TA-11413,S-0066,9.0
TA-07068,S-0072,9.0
TA-07982,S-0072,8.99
TA-04792,S-0041,8.99
TA-18063,S-0072,8.99
TA-06140,S-0013,8.99
TA-03188,S-0072,8.99
TA-06176,S-0072,8.99
TA-07954,S-0072,8.99
TA-11552,S-0054,8.98
TA-10870,S-0058,8.98
TA-14917,S-0072,8.98
TA-06938,S-0054,8.98
TA-18129,S-0026,8.97
TA-01047,S-0066,8.97
TA-07477,S-0072,8.97
TA-08436,S-0066,8.97
TA-18254,S-0013,8.97
TA-06394,S-0066,8.97
TA-02606,S-0066,8.97
TA-16321,S-0081,8.97
TA-14604,S-0026,8.97
TA-14483,S-0072,8.96
TA-09475,S-0066,8.96
TA-00520,S-0041,8.96
TA-16520,S-0072,8.96
TA-08374,S-0066,8.96
TA-02364,S-0072,8.96
TA-03111,S-0026,8.95
TA-02070,S-0066,8.94
TA-04234,S-0072,8.94
TA-19097,S-0072,8.93
TA-14108,S-0072,8.93
TA-18397,S-0041,8.93
TA-15127,S-0058,8.93
TA-12665,S-0013,8.93
TA-13946,S-0066,8.93
TA-07292,S-0066,8.9
TA-07866,S-0066,8.9
TA-09314,S-0013,8.9
TA-21136,S-0026,8.9
TA-05300,S-0072,8.89
TA-00870,S-0026,8.89
TA-04580,S-0066,8.89
TA-10458,S-0058,8.89
TA-10871,S-0066,8.89
TA-15116,S-0013,8.89
TA-19287,S-0062,8.89
TA-01163,S-0062,8.89
TA-04657,S-0066,8.89
TA-09440,S-0043,8.88
TA-03772,S-0072,8.88
TA-14346,S-0041,8.88
TA-13095,S-0054,8.88
TA-00274,S-0066,8.88
TA-05385,S-0041,8.88
TA-13504,S-0072,8.88
TA-05568,S-0072,8.87
TA-10836,S-0066,8.87
TA-14107,S-0072,8.87
TA-01802,S-0072,8.87
TA-20381,S-0066,8.85
TA-08286,S-0014,8.85
TA-02863,S-0054,8.84
TA-09711,S-0081,8.84
TA-16704,S-0026,8.83
TA-19286,S-0072,8.83
TA-18561,S-0026,8.83
TA-10365,S-0066,8.83
TA-09840,S-0041,8.83
TA-10364,S-0066,8.82
TA-06425,S-0041,8.82
TA-11610,S-0072,8.81
TA-00441,S-0066,8.8
TA-06886,S-0066,8.8
TA-08493,S-0066,8.8
TA-03804,S-0064,8.8
TA-07824,S-0072,8.79
TA-18070,S-0066,8.79
TA-03513,S-0066,8.79
TA-02300,S-0026,8.79
TA-08784,S-0066,8.79
TA-01866,S-0072,8.78
TA-08657,S-0066,8.78
TA-04026,S-0066,8.78
TA-06431,S-0066,8.78
TA-10620,S-0054,8.77
TA-20502,S-0066,8.77
TA-02629,S-0072,8.77
TA-18770,S-0072,8.76
TA-21114,S-0066,8.76
TA-17978,S-0041,8.76
TA-10618,S-0081,8.76
TA-04852,S-0066,8.75
TA-13930,S-0072,8.75
TA-12995,S-0072,8.75
TA-08505,S-0072,8.75
TA-05894,S-0041,8.75
TA-19792,S-0064,8.74
TA-16121,S-0072,8.74
TA-10742,S-0072,8.74
TA-05574,S-0066,8.74
TA-19767,S-0066,8.74
TA-07714,S-0066,8.74
TA-07754,S-0072,8.73
TA-03625,S-0054,8.73
TA-06798,S-0066,8.72
TA-08312,S-0066,8.71
TA-17677,S-0026,8.71
TA-08465,S-0041,8.71
TA-07131,S-0066,8.71
TA-16106,S-0026,8.71
TA-20152,S-0064,8.71
TA-08205,S-0066,8.69
TA-01353,S-0013,8.69
TA-03684,S-0066,8.68
TA-01530,S-0066,8.68
TA-19549,S-0072,8.67
TA-02989,S-0066,8.67
TA-09916,S-0041,8.67
TA-09844,S-0041,8.66
TA-02227,S-0072,8.66
TA-00704,S-0072,8.65
TA-10617,S-0081,8.65
TA-09815,S-0081,8.64
TA-10834,S-0066,8.64
TA-05780,S-0066,8.63
TA-09099,S-0041,8.63
TA-03420,S-0066,8.63
TA-19054,S-0072,8.62
TA-11129,S-0043,8.62
TA-10576,S-0043,8.62
TA-04792,S-0013,8.62
TA-07191,S-0013,8.62
TA-17197,S-0013,8.62
TA-17673,S-0042,8.62
TA-03579,S-0062,8.61
TA-03700,S-0066,8.61
TA-14299,S-0013,8.61
TA-10892,S-0013,8.6
TA-07192,S-0013,8.6
TA-10860,S-0013,8.6
TA-13444,S-0066,8.6
TA-03010,S-0066,8.6
TA-17433,S-0026,8.59
TA-12447,S-0054,8.58
TA-01024,S-0072,8.58
TA-02848,S-0066,8.58
TA-09343,S-0072,8.58
TA-02688,S-0066,8.58
TA-20761,S-0066,8.58
TA-04360,S-0041,8.57
TA-00022,S-0013,8.56
TA-01828,S-0066,8.56
TA-00058,S-0072,8.56
TA-03076,S-0072,8.55
TA-03130,S-0066,8.54
TA-07078,S-0041,8.54
TA-21189,S-0066,8.54
TA-04826,S-0072,8.54
TA-15733,S-0013,8.54
TA-00385,S-0066,8.53
TA-06804,S-0072,8.52
TA-09108,S-0041,8.52
TA-09312,S-0058,8.52
TA-17892,S-0058,8.5
TA-02929,S-0072,8.5
TA-01723,S-0066,8.49
TA-05350,S-0066,8.49
TA-17188,S-0013,8.49
TA-12540,S-0072,8.49
TA-15452,S-0104,8.49
TA-05432,S-0066,8.48
TA-05393,S-0066,8.48
TA-13301,S-0066,8.48
TA-05573,S-0066,8.48
TA-02632,S-0066,8.47
TA-01199,S-0066,8.47
TA-00363,S-0054,8.47
TA-00362,S-0054,8.47
TA-01469,S-0066,8.46
TA-15511,S-0026,8.46
TA-09289,S-0041,8.45
TA-02463,S-0062,8.45
TA-01716,S-0058,8.44
TA-04606,S-0066,8.44
TA-00511,S-0066,8.44
TA-03101,S-0066,8.44
TA-13861,S-0066,8.43
TA-00672,S-0062,8.43
TA-02902,S-0066,8.43
TA-00798,S-0072,8.43
TA-11019,S-0066,8.43
TA-09112,S-0066,8.43
TA-08413,S-0072,8.42
TA-01306,S-0066,8.42
TA-03017,S-0066,8.42
TA-10247,S-0041,8.42
TA-11682,S-0072,8.42
TA-14229,S-0062,8.42
TA-06622,S-0066,8.42
TA-02742,S-0026,8.42
TA-06297,S-0066,8.41
TA-06292,S-0066,8.41
TA-11666,S-0054,8.41
TA-11669,S-0054,8.41
TA-02571,S-0072,8.4
TA-17323,S-0026,8.4
TA-17176,S-0026,8.4
TA-02508,S-0066,8.4
TA-06419,S-0066,8.4
TA-03549,S-0066,8.4
TA-04297,S-0072,8.4
TA-19235,S-0066,8.39
TA-10258,S-0066,8.39
TA-08102,S-0066,8.39
TA-14605,S-0026,8.39
TA-13013,S-0072,8.39
TA-01816,S-0066,8.38
TA-11199,S-0072,8.38
TA-19204,S-0030,8.38
TA-17696,S-0072,8.38
TA-19205,S-0030,8.38
TA-03526,S-0066,8.38
TA-20448,S-0066,8.37
TA-11863,S-0072,8.37
TA-16761,S-0027,8.37
TA-18655,S-0066,8.37
TA-05503,S-0066,8.36
TA-08367,S-0041,8.36
TA-07879,S-0058,8.35
TA-19236,S-0066,8.35
TA-13619,S-0054,8.35
TA-02167,S-0072,8.35
TA-02178,S-0066,8.35
TA-18073,S-0066,8.35
TA-08972,S-0066,8.34
TA-21166,S-0066,8.34
TA-10774,S-0066,8.33
TA-10256,S-0066,8.33
TA-05659,S-0064,8.33
TA-16711,S-0072,8.32
TA-10057,S-0041,8.32
TA-01096,S-0072,8.32
TA-12538,S-0072,8.32
TA-05467,S-0058,8.32
TA-02864,S-0072,8.32
TA-05564,S-0072,8.31
TA-13356,S-0072,8.31
TA-01876,S-0013,8.31
TA-07711,S-0072,8.31
TA-17769,S-0066,8.31
TA-17066,S-0058,8.31
TA-11869,S-0072,8.31
TA-20163,S-0064,8.3
TA-01292,S-0066,8.3
TA-20040,S-0066,8.3
TA-01594,S-0062,8.29
TA-13111,S-0013,8.29
TA-20388,S-0066,8.29
TA-11020,S-0072,8.28
TA-15877,S-0056,8.28
TA-06263,S-0066,8.28
TA-09223,S-0066,8.28
TA-08236,S-0066,8.28
TA-06475,S-0066,8.27
TA-10113,S-0066,8.27
TA-01962,S-0066,8.27
TA-16344,S-0072,8.27
TA-17437,S-0026,8.27
TA-00356,S-0072,8.27
TA-06336,S-0066,8.27
TA-12450,S-0054,8.27
TA-06983,S-0066,8.26
TA-08997,S-0072,8.26
TA-00958,S-0072,8.25
TA-07770,S-0066,8.25
TA-11858,S-0072,8.24
TA-05886,S-0041,8.24
TA-18109,S-0026,8.24
TA-19573,S-0072,8.24
TA-16048,S-0013,8.23
TA-18067,S-0026,8.23
TA-17870,S-0105,8.23
TA-02121,S-0026,8.23
TA-01721,S-0066,8.23
TA-20656,S-0066,8.23
TA-04158,S-0066,8.22
TA-14488,S-0072,8.22
TA-05661,S-0072,8.22
TA-04229,S-0066,8.22
TA-17185,S-0041,8.22
TA-03555,S-0014,8.21
TA-00832,S-0066,8.21
TA-03349,S-0066,8.2
TA-03107,S-0026,8.2
TA-05734,S-0066,8.19
TA-20158,S-0066,8.19
TA-16149,S-0013,8.19
TA-20433,S-0066,8.19
TA-07940,S-0041,8.19
TA-04179,S-0072,8.19
TA-07725,S-0026,8.19
TA-10850,S-0058,8.19
TA-20447,S-0066,8.18
TA-08169,S-0066,8.18
TA-09451,S-0072,8.18
TA-05361,S-0072,8.18
TA-02500,S-0066,8.17
TA-07996,S-0066,8.17
TA-00984,S-0066,8.17
TA-17187,S-0041,8.17
TA-05138,S-0066,8.17
TA-03666,S-0066,8.16
TA-18370,S-0013,8.16
TA-04301,S-0041,8.16
TA-03105,S-0026,8.15
TA-14148,S-0041,8.14
TA-05649,S-0066,8.14
TA-12929,S-0026,8.13
TA-11673,S-0072,8.13
TA-19897,S-0072,8.13
TA-01125,S-0066,8.13
TA-03016,S-0066,8.13
TA-20893,S-0066,8.13
TA-07377,S-0070,8.13
TA-02520,S-0066,8.13
TA-00215,S-0072,8.13
TA-20218,S-0066,8.12
TA-19076,S-0066,8.12
TA-14857,S-0054,8.12
TA-02260,S-0064,8.12
TA-12049,S-0064,8.12
TA-19540,S-0064,8.12
TA-00742,S-0066,8.11
TA-04125,S-0066,8.11
TA-01186,S-0066,8.11
TA-03019,S-0066,8.11
TA-15363,S-0041,8.1
TA-18657,S-0066,8.1
TA-17975,S-0026,8.1
TA-17795,S-0072,8.1
TA-00156,S-0072,8.1
TA-03492,S-0066,8.1
TA-02200,S-0066,8.1
TA-01547,S-0066,8.1
TA-09399,S-0066,8.09
TA-02172,S-0066,8.09
TA-02201,S-0066,8.08
TA-16871,S-0072,8.08
TA-04717,S-0066,8.08
TA-17321,S-0013,8.08
TA-06317,S-0066,8.08
TA-08753,S-0072,8.08
TA-18466,S-0013,8.08
TA-05952,S-0041,8.07
TA-14281,S-0054,8.07
TA-03109,S-0026,8.07
TA-10228,S-0062,8.07
TA-02180,S-0066,8.07
TA-19836,S-0066,8.07
TA-02301,S-0026,8.07
TA-01999,S-0064,8.06
TA-00817,S-0072,8.06
TA-00254,S-0072,8.06
TA-09405,S-0066,8.06
TA-09907,S-0072,8.05
TA-00199,S-0066,8.05
TA-10179,S-0072,8.05
TA-06316,S-0066,8.05
TA-17326,S-0072,8.04
TA-14791,S-0066,8.04
TA-06537,S-0072,8.04
TA-01181,S-0066,8.04
TA-11537,S-0072,8.03
TA-04544,S-0072,8.03
TA-21180,S-0062,8.03
TA-14608,S-0066,8.03
TA-05244,S-0066,8.03
TA-02004,S-0014,8.03
TA-19387,S-0013,8.02
TA-02304,S-0013,8.02
TA-01162,S-0072,8.02
TA-10414,S-0104,8.02
TA-13491,S-0026,8.02
TA-11525,S-0066,8.02
TA-03184,S-0072,8.02
TA-17839,S-0104,8.02
TA-00729,S-0066,8.02
TA-04232,S-0072,8.02
TA-06042,S-0072,8.02
TA-11526,S-0066,8.01
TA-10320,S-0072,8.01
TA-04566,S-0066,8.01
TA-00201,S-0072,8.01
TA-06091,S-0066,8.0
TA-08291,S-0066,7.99
TA-06010,S-0072,7.99
TA-10230,S-0062,7.99
TA-10171,S-0041,7.99
TA-21125,S-0066,7.99
TA-02930,S-0072,7.99
TA-20420,S-0066,7.99
TA-03018,S-0066,7.98
TA-09210,S-0066,7.98
TA-09403,S-0066,7.98
TA-09409,S-0066,7.98
TA-01182,S-0066,7.98
TA-00304,S-0066,7.98
TA-10392,S-0041,7.98
TA-12398,S-0013,7.98
TA-18043,S-0104,7.98
TA-05814,S-0066,7.97
TA-07707,S-0066,7.97
TA-10751,S-0066,7.97
TA-19895,S-0066,7.97
TA-01452,S-0072,7.97
TA-02182,S-0066,7.96
TA-07522,S-0062,7.96
TA-10307,S-0072,7.95
TA-15744,S-0013,7.95
TA-07855,S-0072,7.95
TA-21164,S-0066,7.95
TA-12378,S-0072,7.95
TA-10311,S-0066,7.94
TA-09408,S-0066,7.94
TA-19507,S-0072,7.94
TA-03491,S-0066,7.94
TA-08201,S-0066,7.93
TA-05925,S-0066,7.93
TA-05657,S-0066,7.93
TA-20068,S-0066,7.93
TA-00803,S-0072,7.93
TA-06472,S-0066,7.92
TA-08403,S-0066,7.92
TA-18849,S-0081,7.92
TA-01248,S-0064,7.92
TA-20680,S-0066,7.92
TA-20681,S-0066,7.92
TA-15084,S-0041,7.92
TA-02941,S-0072,7.92
TA-04647,S-0066,7.92
TA-01350,S-0066,7.92
TA-01171,S-0066,7.91
TA-17106,S-0041,7.91
TA-11366,S-0072,7.91
TA-17027,S-0104,7.91
TA-19237,S-0066,7.91
TA-12994,S-0072,7.9
TA-09407,S-0066,7.9
TA-00076,S-0066,7.9
TA-04162,S-0066,7.9
TA-20968,S-0066,7.9
TA-18162,S-0013,7.9
TA-13572,S-0072,7.9
TA-18907,S-0066,7.89
TA-01879,S-0066,7.89
TA-08457,S-0066,7.89
TA-07330,S-0072,7.89
TA-09125,S-0066,7.89
TA-17220,S-0026,7.88
TA-05235,S-0066,7.88
TA-20449,S-0066,7.88
TA-08253,S-0041,7.88
TA-06963,S-0072,7.88
TA-18809,S-0072,7.88
TA-18631,S-0054,7.88
TA-03453,S-0066,7.87
TA-01296,S-0072,7.87
TA-20863,S-0066,7.87
TA-08241,S-0066,7.87
TA-02007,S-0066,7.87
TA-18922,S-0066,7.87
TA-03399,S-0064,7.86
TA-10949,S-0066,7.86
TA-19705,S-0066,7.86
TA-05437,S-0066,7.85
TA-04586,S-0066,7.85
TA-09416,S-0066,7.85
TA-17970,S-0013,7.85
TA-03365,S-0072,7.85
TA-14742,S-0066,7.84
TA-10262,S-0072,7.84
TA-03145,S-0066,7.84
TA-00741,S-0066,7.84
TA-17324,S-0072,7.84
TA-08728,S-0066,7.84
TA-03615,S-0066,7.84
TA-17727,S-0066,7.83
TA-00047,S-0072,7.83
TA-11338,S-0072,7.83
TA-19920,S-0066,7.83
TA-08289,S-0066,7.83
TA-08030,S-0066,7.82
TA-04239,S-0066,7.82
TA-10743,S-0072,7.82
TA-05273,S-0066,7.82
TA-03288,S-0066,7.82
TA-03289,S-0066,7.82
TA-19165,S-0066,7.82
TA-15362,S-0041,7.82
TA-10209,S-0072,7.82
TA-00354,S-0072,7.82
TA-10208,S-0072,7.82
TA-06643,S-0066,7.82
TA-16351,S-0041,7.82
TA-02895,S-0066,7.82
TA-16913,S-0041,7.81
TA-02290,S-0026,7.81
TA-00012,S-0066,7.81
TA-18797,S-0064,7.81
TA-18645,S-0014,7.8
TA-11166,S-0031,7.8
TA-10983,S-0066,7.8
TA-00691,S-0066,7.8
TA-00772,S-0054,7.79
TA-21006,S-0066,7.79
TA-01937,S-0066,7.79
TA-11662,S-0054,7.79
TA-01928,S-0066,7.79
TA-06368,S-0066,7.79
TA-02010,S-0066,7.79
TA-10111,S-0066,7.79
TA-04238,S-0066,7.79
TA-15471,S-0104,7.79
TA-19732,S-0066,7.79
TA-20982,S-0066,7.78
TA-01867,S-0066,7.78
TA-00902,S-0066,7.78
TA-02635,S-0066,7.78
TA-00130,S-0054,7.78
TA-20267,S-0066,7.78
TA-08285,S-0014,7.78
TA-19913,S-0066,7.78
TA-15308,S-0041,7.78
TA-02843,S-0066,7.77
TA-02213,S-0072,7.77
TA-00740,S-0066,7.77
TA-05930,S-0041,7.77
TA-20899,S-0066,7.77
TA-05428,S-0066,7.77
TA-05427,S-0066,7.77
TA-20611,S-0066,7.77
TA-17900,S-0072,7.76
TA-17812,S-0072,7.76
TA-02208,S-0072,7.76
TA-18551,S-0041,7.76
TA-03471,S-0066,7.76
TA-12698,S-0054,7.76
TA-19406,S-0066,7.76
TA-08016,S-0066,7.76
TA-18108,S-0042,7.76
TA-01897,S-0072,7.76
TA-02505,S-0066,7.76
TA-02507,S-0066,7.76
TA-03223,S-0066,7.75
TA-04572,S-0066,7.75
TA-03137,S-0066,7.75
TA-08404,S-0066,7.75
TA-20402,S-0066,7.75
TA-01736,S-0066,7.75
TA-19591,S-0072,7.75
TA-02504,S-0066,7.74
TA-07939,S-0041,7.74
TA-10491,S-0081,7.74
TA-03656,S-0066,7.74
TA-18075,S-0072,7.74
TA-06330,S-0066,7.73
TA-21046,S-0066,7.73
TA-17468,S-0013,7.73
TA-19912,S-0066,7.73
TA-20281,S-0066,7.73
TA-01152,S-0066,7.73
TA-16020,S-0104,7.73
TA-04871,S-0066,7.72
TA-04762,S-0066,7.72
TA-03784,S-0066,7.72
TA-17186,S-0041,7.72
TA-20890,S-0066,7.72
TA-18742,S-0066,7.72
TA-00186,S-0066,7.72
TA-11651,S-0041,7.72
TA-00989,S-0066,7.72
TA-19325,S-0072,7.71
TA-04931,S-0066,7.71
TA-17531,S-0066,7.71
TA-00891,S-0066,7.71
TA-19966,S-0066,7.71
TA-07969,S-0072,7.71
TA-14818,S-0072,7.7
TA-19150,S-0066,7.7
TA-04479,S-0066,7.7
TA-03142,S-0066,7.7
TA-01118,S-0066,7.7
TA-11153,S-0058,7.7
TA-17661,S-0041,7.7
TA-18496,S-0026,7.7
TA-18426,S-0041,7.7
TA-06019,S-0072,7.7
TA-19172,S-0066,7.69
TA-19173,S-0066,7.69
TA-19363,S-0066,7.69
TA-04563,S-0066,7.69
TA-13509,S-0013,7.69
TA-18090,S-0013,7.69
TA-15629,S-0072,7.69
TA-05926,S-0041,7.69
TA-00847,S-0066,7.69
TA-08511,S-0058,7.68
TA-04571,S-0066,7.68
TA-12903,S-0072,7.68
TA-19737,S-0064,7.67
TA-03309,S-0072,7.67
TA-11518,S-0072,7.67
TA-19831,S-0066,7.67
TA-18980,S-0066,7.67
TA-17832,S-0005,7.66
TA-06184,S-0066,7.66
TA-19962,S-0066,7.66
TA-18911,S-0066,7.66
TA-07962,S-0026,7.66
TA-04625,S-0066,7.66
TA-20942,S-0066,7.66
TA-02249,S-0066,7.66
TA-10957,S-0066,7.66
TA-00655,S-0066,7.65
TA-08742,S-0072,7.65
TA-20374,S-0066,7.65
TA-10569,S-0041,7.65
TA-10390,S-0041,7.65
TA-19954,S-0066,7.65
TA-10959,S-0066,7.65
TA-20136,S-0026,7.65
TA-18233,S-0041,7.64
TA-06581,S-0058,7.63
TA-07411,S-0066,7.63
TA-04781,S-0066,7.63
TA-01471,S-0066,7.63
TA-01061,S-0066,7.62
TA-21045,S-0066,7.62
TA-09526,S-0066,7.62
TA-19233,S-0066,7.62
TA-02011,S-0066,7.62
TA-15161,S-0041,7.61
TA-03799,S-0072,7.61
TA-11128,S-0043,7.61
TA-05708,S-0066,7.61
TA-06342,S-0066,7.61
TA-06842,S-0066,7.61
TA-06371,S-0066,7.61
TA-04159,S-0066,7.61
TA-07345,S-0041,7.6
TA-06964,S-0072,7.6
TA-04375,S-0066,7.6
TA-06678,S-0066,7.6
TA-06817,S-0066,7.6
TA-01875,S-0066,7.6
TA-09065,S-0058,7.6
TA-19751,S-0072,7.6
TA-19856,S-0064,7.6
TA-03001,S-0072,7.6
TA-02031,S-0066,7.59
TA-02359,S-0066,7.59
TA-03133,S-0066,7.59
TA-00888,S-0066,7.59
TA-02519,S-0066,7.59
TA-12448,S-0054,7.59
TA-20979,S-0066,7.59
TA-13391,S-0054,7.59
TA-20051,S-0066,7.59
TA-20646,S-0066,7.59
TA-07432,S-0066,7.59
TA-12341,S-0014,7.58
TA-21127,S-0064,7.58
TA-07071,S-0072,7.58
TA-17193,S-0041,7.58
TA-06325,S-0066,7.58
TA-04648,S-0066,7.58
TA-04260,S-0066,7.57
TA-07958,S-0066,7.57
TA-20342,S-0066,7.57
TA-05707,S-0066,7.57
TA-08019,S-0066,7.57
TA-01087,S-0066,7.57
TA-03343,S-0066,7.57
TA-03500,S-0066,7.57
TA-01729,S-0066,7.57
TA-19254,S-0066,7.57
TA-17534,S-0066,7.57
TA-12503,S-0072,7.56
TA-00088,S-0013,7.56
TA-00759,S-0066,7.56
TA-08268,S-0054,7.56
TA-07329,S-0072,7.56
TA-04993,S-0066,7.56
TA-20324,S-0066,7.56
TA-06841,S-0066,7.56
TA-15565,S-0026,7.56
TA-17327,S-0013,7.56
TA-18976,S-0066,7.55
TA-10572,S-0041,7.55
TA-03906,S-0066,7.55
TA-13562,S-0066,7.54
TA-01920,S-0066,7.54
TA-06758,S-0066,7.54
TA-04161,S-0066,7.54
TA-20645,S-0066,7.54
TA-09969,S-0041,7.54
TA-06097,S-0066,7.54
TA-10427,S-0066,7.54
TA-10005,S-0066,7.54
TA-06676,S-0066,7.54
TA-05278,S-0041,7.53
TA-08726,S-0066,7.53
TA-01010,S-0072,7.53
TA-14270,S-0013,7.53
TA-00370,S-0066,7.53
TA-17667,S-0041,7.53
TA-06283,S-0066,7.53
TA-10921,S-0066,7.53
TA-01062,S-0066,7.53
TA-10160,S-0072,7.53
TA-10304,S-0072,7.53
TA-00656,S-0066,7.53
TA-13818,S-0054,7.52
