,features,num_rows,num_features
427,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3', 'spec4')",3,46
428,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_elbow_1', 'bolt_pattern_wide_elbow_1', 'extension_length_elbow_1', 'overall_length_elbow_1', 'thickness_elbow_1', 'drop_length_elbow_1', 'elbow_angle_elbow_1', 'groove_elbow_1', 'unique_feature_elbow_1', 'orientation_elbow_1', 'weight_elbow_1', 'component_type_elbow_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_elbow_2', 'bolt_pattern_wide_elbow_2', 'extension_length_elbow_2', 'overall_length_elbow_2', 'thickness_elbow_2', 'drop_length_elbow_2', 'elbow_angle_elbow_2', 'groove_elbow_2', 'unique_feature_elbow_2', 'orientation_elbow_2', 'weight_elbow_2', 'component_type_elbow_2')",3,56
429,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'seat_angle_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'spec1', 'spec2', 'spec3', 'spec4')",3,60
430,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'type_boss_2', 'connection_type_id_boss_2', 'outside_shape_boss_2', 'base_type_boss_2', 'height_over_tube_boss_2', 'groove_boss_2', 'base_diameter_boss_2', 'shoulder_diameter_boss_2', 'unique_feature_boss_2', 'orientation_boss_2', 'weight_boss_2', 'component_type_boss_2', 'spec1', 'spec2', 'spec3')",3,50
431,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'overall_length_threaded_1', 'hex_size_threaded_1', 'thread_size_1_threaded_1', 'thread_pitch_1_threaded_1', 'nominal_size_2_threaded_1', 'unique_feature_threaded_1', 'orientation_threaded_1', 'weight_threaded_1', 'component_type_threaded_1', 'end_form_1_threaded_1', 'end_form_2_threaded_1', 'connection_type_1_threaded_1', 'name_2', 'component_type_id_2', 'head_diameter_straight_2', 'thickness_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6')",3,58
432,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'adaptor_angle_threaded_3', 'length_1_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'length_2_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3')",3,65
433,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'bolt_pattern_wide_straight_3', 'thickness_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3')",3,61
434,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'spec1', 'spec2', 'spec3', 'spec4')",3,41
435,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'seat_angle_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'spec1', 'spec2', 'spec3')",3,52
436,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'hex_nut_size_nut_2', 'length_nut_2', 'thread_size_nut_2', 'thread_pitch_nut_2', 'orientation_nut_2', 'weight_nut_2', 'component_type_nut_2', 'name_3', 'component_type_id_3', 'length_sleeve_3', 'intended_nut_thread_sleeve_3', 'intended_nut_pitch_sleeve_3', 'unique_feature_sleeve_3', 'plating_sleeve_3', 'orientation_sleeve_3', 'weight_sleeve_3', 'component_type_sleeve_3', 'connection_type_sleeve_3')",3,54
437,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'spec1', 'spec2', 'spec3', 'spec4')",3,52
438,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5')",3,48
439,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'overall_length_adaptor_1', 'end_form_id_1_adaptor_1', 'connection_type_id_1_adaptor_1', 'thread_size_1_adaptor_1', 'thread_pitch_1_adaptor_1', 'end_form_id_2_adaptor_1', 'connection_type_id_2_adaptor_1', 'thread_size_2_adaptor_1', 'thread_pitch_2_adaptor_1', 'hex_size_adaptor_1', 'unique_feature_adaptor_1', 'orientation_adaptor_1', 'weight_adaptor_1', 'component_type_adaptor_1', 'end_form_1_adaptor_1', 'end_form_2_adaptor_1', 'connection_type_1_adaptor_1', 'connection_type_2_adaptor_1', 'spec1', 'spec2', 'spec3')",3,49
440,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'type_boss_1', 'connection_type_id_boss_1', 'outside_shape_boss_1', 'base_type_boss_1', 'height_over_tube_boss_1', 'groove_boss_1', 'base_diameter_boss_1', 'shoulder_diameter_boss_1', 'unique_feature_boss_1', 'orientation_boss_1', 'weight_boss_1', 'component_type_boss_1', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5')",3,46
441,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'head_diameter_straight_1', 'overall_length_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1')",3,36
442,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'head_diameter_straight_1', 'thickness_straight_1', 'mj_class_code_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'bolt_pattern_long_straight_2', 'bolt_pattern_wide_straight_2', 'thickness_straight_2', 'mj_class_code_straight_2', 'groove_straight_2', 'unique_feature_straight_2', 'orientation_straight_2', 'weight_straight_2', 'component_type_straight_2')",3,50
443,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'component_id_5', 'quantity_5', 'component_id_6', 'quantity_6', 'component_id_7', 'quantity_7', 'component_id_8', 'quantity_8', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'connection_type_id_boss_2', 'height_over_tube_boss_2', 'bolt_pattern_long_boss_2', 'bolt_pattern_wide_boss_2', 'groove_boss_2', 'unique_feature_boss_2', 'orientation_boss_2', 'weight_boss_2', 'component_type_boss_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_elbow_3', 'bolt_pattern_wide_elbow_3', 'extension_length_elbow_3', 'overall_length_elbow_3', 'thickness_elbow_3', 'drop_length_elbow_3', 'elbow_angle_elbow_3', 'groove_elbow_3', 'unique_feature_elbow_3', 'orientation_elbow_3', 'weight_elbow_3', 'component_type_elbow_3', 'name_4', 'component_type_id_4', 'type_boss_4', 'connection_type_id_boss_4', 'outside_shape_boss_4', 'base_type_boss_4', 'height_over_tube_boss_4', 'groove_boss_4', 'base_diameter_boss_4', 'shoulder_diameter_boss_4', 'unique_feature_boss_4', 'orientation_boss_4', 'weight_boss_4', 'component_type_boss_4', 'name_5', 'component_type_id_5', 'bolt_pattern_long_straight_5', 'bolt_pattern_wide_straight_5', 'thickness_straight_5', 'groove_straight_5', 'unique_feature_straight_5', 'orientation_straight_5', 'weight_straight_5', 'component_type_straight_5', 'name_6', 'component_type_id_6', 'part_name_other_6', 'weight_other_6', 'name_7', 'component_type_id_7', 'part_name_other_7', 'weight_other_7', 'name_8', 'component_type_id_8', 'part_name_other_8', 'weight_other_8', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5')",3,111
444,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'bolt_pattern_wide_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'spec1', 'spec2', 'spec3', 'spec4')",3,47
445,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'name_1', 'component_type_id_1', 'length_sleeve_1', 'intended_nut_thread_sleeve_1', 'intended_nut_pitch_sleeve_1', 'unique_feature_sleeve_1', 'plating_sleeve_1', 'orientation_sleeve_1', 'weight_sleeve_1', 'component_type_sleeve_1', 'connection_type_sleeve_1', 'name_2', 'component_type_id_2', 'hex_nut_size_nut_2', 'seat_angle_nut_2', 'length_nut_2', 'thread_size_nut_2', 'thread_pitch_nut_2', 'orientation_nut_2', 'weight_nut_2', 'component_type_nut_2', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5')",3,55
446,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'bolt_pattern_long_straight_3', 'thickness_straight_3', 'groove_straight_3', 'unique_feature_straight_3', 'orientation_straight_3', 'weight_straight_3', 'component_type_straight_3', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6')",3,66
447,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'overall_length_threaded_3', 'hex_size_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3', 'spec1', 'spec2', 'spec3')",3,68
448,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'component_id_5', 'quantity_5', 'component_id_6', 'quantity_6', 'component_id_7', 'quantity_7', 'name_1', 'component_type_id_1', 'overall_length_adaptor_1', 'end_form_id_1_adaptor_1', 'connection_type_id_1_adaptor_1', 'thread_size_1_adaptor_1', 'thread_pitch_1_adaptor_1', 'end_form_id_2_adaptor_1', 'connection_type_id_2_adaptor_1', 'thread_size_2_adaptor_1', 'thread_pitch_2_adaptor_1', 'unique_feature_adaptor_1', 'orientation_adaptor_1', 'weight_adaptor_1', 'component_type_adaptor_1', 'end_form_1_adaptor_1', 'end_form_2_adaptor_1', 'connection_type_1_adaptor_1', 'connection_type_2_adaptor_1', 'name_2', 'component_type_id_2', 'part_name_other_2', 'weight_other_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'name_4', 'component_type_id_4', 'part_name_other_4', 'weight_other_4', 'name_5', 'component_type_id_5', 'part_name_other_5', 'weight_other_5', 'name_6', 'component_type_id_6', 'part_name_other_6', 'weight_other_6', 'name_7', 'component_type_id_7', 'part_name_other_7', 'weight_other_7')",3,82
449,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'name_1', 'component_type_id_1', 'hex_nut_size_nut_1', 'length_nut_1', 'thread_size_nut_1', 'thread_pitch_nut_1', 'orientation_nut_1', 'weight_nut_1', 'component_type_nut_1', 'name_2', 'component_type_id_2', 'length_sleeve_2', 'intended_nut_thread_sleeve_2', 'intended_nut_pitch_sleeve_2', 'unique_feature_sleeve_2', 'plating_sleeve_2', 'orientation_sleeve_2', 'weight_sleeve_2', 'component_type_sleeve_2', 'connection_type_sleeve_2', 'name_3', 'component_type_id_3', 'overall_length_threaded_3', 'hex_size_threaded_3', 'thread_size_1_threaded_3', 'thread_pitch_1_threaded_3', 'nominal_size_2_threaded_3', 'unique_feature_threaded_3', 'orientation_threaded_3', 'weight_threaded_3', 'component_type_threaded_3', 'end_form_1_threaded_3', 'end_form_2_threaded_3', 'connection_type_1_threaded_3', 'spec1', 'spec2', 'spec3', 'spec4', 'spec5', 'spec6', 'spec7')",2,72
450,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'name_1', 'component_type_id_1', 'bolt_pattern_long_straight_1', 'thickness_straight_1', 'groove_straight_1', 'unique_feature_straight_1', 'orientation_straight_1', 'weight_straight_1', 'component_type_straight_1', 'spec1', 'spec2')",2,38
451,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_x_forming', 'spec1', 'spec2', 'spec3', 'spec4')",2,28
452,"('tube_assembly_id', 'supplier', 'quote_date', 'annual_usage', 'min_order_quantity', 'bracket_pricing', 'quantity', 'cost', 'material_id', 'diameter', 'wall', 'length', 'num_bends', 'bend_radius', 'end_a_1x', 'end_a_2x', 'end_x_1x', 'end_x_2x', 'end_a', 'end_x', 'num_boss', 'num_bracket', 'other', 'end_a_forming', 'end_x_forming', 'component_id_1', 'quantity_1', 'component_id_2', 'quantity_2', 'component_id_3', 'quantity_3', 'component_id_4', 'quantity_4', 'component_id_5', 'quantity_5', 'name_1', 'component_type_id_1', 'part_name_other_1', 'weight_other_1', 'name_2', 'component_type_id_2', 'overall_length_adaptor_2', 'end_form_id_1_adaptor_2', 'connection_type_id_1_adaptor_2', 'thread_size_1_adaptor_2', 'thread_pitch_1_adaptor_2', 'end_form_id_2_adaptor_2', 'connection_type_id_2_adaptor_2', 'thread_size_2_adaptor_2', 'thread_pitch_2_adaptor_2', 'hex_size_adaptor_2', 'unique_feature_adaptor_2', 'orientation_adaptor_2', 'weight_adaptor_2', 'component_type_adaptor_2', 'end_form_1_adaptor_2', 'end_form_2_adaptor_2', 'connection_type_1_adaptor_2', 'connection_type_2_adaptor_2', 'name_3', 'component_type_id_3', 'part_name_other_3', 'weight_other_3', 'name_4', 'component_type_id_4', 'bolt_pattern_long_elbow_4', 'bolt_pattern_wide_elbow_4', 'extension_length_elbow_4', 'overall_length_elbow_4', 'thickness_elbow_4', 'drop_length_elbow_4', 'mj_class_code_elbow_4', 'mj_plug_class_code_elbow_4', 'groove_elbow_4', 'unique_feature_elbow_4', 'orientation_elbow_4', 'weight_elbow_4', 'component_type_elbow_4', 'name_5', 'component_type_id_5', 'bolt_pattern_long_elbow_5', 'bolt_pattern_wide_elbow_5', 'extension_length_elbow_5', 'overall_length_elbow_5', 'thickness_elbow_5', 'drop_length_elbow_5', 'mj_class_code_elbow_5', 'mj_plug_class_code_elbow_5', 'groove_elbow_5', 'unique_feature_elbow_5', 'orientation_elbow_5', 'weight_elbow_5', 'component_type_elbow_5')",2,93
